iso_code,name,family,genus,macroarea,lat,lon,countries,typology
aaa,Ghotuo,Niger-Congo,Edoid,Africa,7.08333333333,5.75,Nigeria,
aah,Arapesh (Abu),Torricelli,Kombio-Arapesh,Papunesia,-3.45,142.95,Papua New Guinea,
aal,Kotoko,Afro-Asiatic,Biu-Mandara,Africa,11.3333333333,15.3333333333,Central African Republic,
aar,Qafar,Afro-Asiatic,Lowland East Cushitic,Africa,12.0,42.0,Ethiopia; Eritrea; Djibouti,
aau,Abau,Sepik,Abau,Papunesia,-4.0,141.25,Papua New Guinea,
abb,Bankon,Niger-Congo,Bantu,Africa,4.41666666667,9.58333333333,Cameroon,
abe,Abenaki (Western),Algic,Algonquian,North America,44.0,-72.25,Canada; United States,
abi,Abidji,Niger-Congo,Agneby,Africa,5.66666666667,-4.58333333333,Côte d'Ivoire,
abj,Aka-Biada,Great Andamanese,Great Andamanese,Eurasia,11.6666666667,92.5,India,
abk,Abkhaz,Northwest Caucasian,Northwest Caucasian,Eurasia,43.0833333333,41.0,Georgia,Polysynthetic
abq,Abaza,Northwest Caucasian,Northwest Caucasian,Eurasia,44.0,42.0,Russia,
abt,Ambulas,Sepik,Ndu,Papunesia,-3.83333333333,143.0,Papua New Guinea,
abv,Arabic (Bahrain),Afro-Asiatic,Semitic,Eurasia,26.0,50.5,Bahrain,
abz,Abui,Greater West Bomberai,Alor-Pantar,Papunesia,-8.25,124.666666667,Indonesia,
aca,Achagua,Arawakan,Japura-Colombia,South America,4.41666666667,-72.25,Colombia,
ace,Acehnese,Austronesian,Malayo-Sumbawan,Eurasia,5.5,95.5,Indonesia,
ach,Acholi,Eastern Sudanic,Western Nilotic,Africa,3.0,32.6666666667,Uganda; South Sudan,
aci,Aka-Cari,Great Andamanese,Great Andamanese,Eurasia,13.5,93.0,India,
acm,Arabic (Iraqi),Afro-Asiatic,Semitic,Eurasia,33.0,44.0,Iraq,
acn,Achang,Sino-Tibetan,Burmese-Lolo,Eurasia,25.0,98.5,China; Myanmar,
acr,Achí,Mayan,Mayan,North America,15.1666666667,-90.5,Guatemala,
acu,Achuar,Jivaroan,Jivaroan,South America,-2.66667,-76.0,Peru,
acv,Achumawi,Hokan,Achumawi,North America,41.5,-121.0,United States,
acw,Arabic (Hijazi),Afro-Asiatic,Semitic,Eurasia,26.0,38.0,Saudi Arabia,
acy,Arabic (Kormakiti),Afro-Asiatic,Semitic,Eurasia,35.25,33.5,Cyprus,
adi,Bori,Sino-Tibetan,Tani,Eurasia,28.3333333333,94.75,India,
adj,Adioukrou,Niger-Congo,Agneby,Africa,5.41666666667,-4.58333333333,Côte d'Ivoire,
adl,Galo,Sino-Tibetan,Tani,Eurasia,28.1666666667,94.6666666667,India,
adn,Adang,Greater West Bomberai,Alor-Pantar,Papunesia,-8.2,124.0,Indonesia,
ads,Adamorobe Sign Language,other,Sign Languages,Africa,5.83333333333,-0.166666666667,Ghana,
adt,Adynyamathanha,Pama-Nyungan,Central Pama-Nyungan,Australia,-30.5,139.5,Australia,
adx,Amdo,Sino-Tibetan,Bodic,Eurasia,35.0,100.0,China,
ady,Adyghe (Abzakh),Northwest Caucasian,Northwest Caucasian,Eurasia,45.2333333333,40.5833333333,Russia,
adz,Adzera,Austronesian,Oceanic,Papunesia,-6.25,146.25,Papua New Guinea,
aeb,Arabic (Tunisian),Afro-Asiatic,Semitic,Africa,36.75,10.25,Tunisia,
aed,Lengua de Señas Argentina,other,Sign Languages,South America,-34.0,-63.0,Argentina,
aer,Arrernte (Mparntwe),Pama-Nyungan,Central Pama-Nyungan,Australia,-24.0,136.0,Australia,
aes,Alsea,Oregon Coast,Alsea,North America,44.6666666667,-123.916666667,United States,
aey,Amele,Trans-New Guinea,Mabuso,Papunesia,-5.25,145.583333333,Papua New Guinea,
afb,Arabic (Gulf),Afro-Asiatic,Semitic,Eurasia,26.0,49.0,Kuwait; Oman; Qatar; Iran; Saudi Arabia; Iraq; Bahrain,
afn,Defaka,Ijoid,Ijoid,Africa,4.58333333333,7.5,Nigeria,
afr,Afrikaans,Indo-European,Germanic,Africa,-31.0,22.0,South Africa,Isolating
afz,Obokuitai,Lakes Plain,East Tariku,Papunesia,-3.0,138.0,Indonesia,
agb,Leggbó,Niger-Congo,Upper Cross,Africa,6.0,8.0,Nigeria,
agd,Agarabi,Trans-New Guinea,Gauwa,Papunesia,-6.16666666667,146.0,Papua New Guinea,
agg,Anggor,Senagi,Senagi,Papunesia,-3.75,141.166666667,Papua New Guinea,
agh,Lebeo,Niger-Congo,Bantu,Africa,1.75,25.0,Democratic Republic of Congo,
agm,Angaataha,Trans-New Guinea,Angaataha,Papunesia,-7.21666666667,146.25,Papua New Guinea,
agq,Aghem,Niger-Congo,Wide Grassfields,Africa,6.66666666667,10.0,Cameroon,
agr,Aguaruna,Jivaroan,Jivaroan,South America,-5.0,-78.0,Peru,
agt,Agta (Central),Austronesian,Greater Central Philippine,Papunesia,17.9666666667,121.833333333,Philippines,
agu,Aguacatec,Mayan,Mayan,North America,15.4166666667,-91.3333333333,Guatemala,
agx,Aghul,Nakh-Daghestanian,Lezgic,Eurasia,41.75,47.6666666667,Russia,
ahg,Kemant,Afro-Asiatic,Central Cushitic,Africa,12.6666666667,37.4166666667,Ethiopia,
ahh,Aghu,Trans-New Guinea,Awju,Papunesia,-6.16666666667,140.166666667,Indonesia,
ahk,Akha,Sino-Tibetan,Burmese-Lolo,Eurasia,21.8333333333,99.8333333333,China; Thailand; Myanmar,
ahp,Aizi,Niger-Congo,Kru,Africa,5.25,-4.5,Côte d'Ivoire,
aht,Ahtna,Na-Dene,Athapaskan,North America,62.0,-145.0,United States,
aia,Arosi,Austronesian,Oceanic,Papunesia,-10.25,161.333333333,Solomon Islands,
aib,Aynu,Altaic,Turkic,Eurasia,39.5,76.0,China,
aie,Amara,Austronesian,Oceanic,Papunesia,-5.66666666667,148.5,Papua New Guinea,
aii,Neo-Aramaic (Assyrian),Afro-Asiatic,Semitic,Eurasia,36.0,41.0,Syria,
aij,Neo-Aramaic (Arbel Jewish),Afro-Asiatic,Semitic,Eurasia,36.3833,44.0,Iraq,
ain,Ainu,Ainu,Ainu,Eurasia,43.0,143.0,Japan,
aiw,Aari,Afro-Asiatic,South Omotic,Africa,6.0,36.5833333333,Ethiopia,
aja,Aja,Central Sudanic,Kresh,Africa,7.33333333333,25.6666666667,Central African Republic; South Sudan,
ajg,Ajagbe,Niger-Congo,Gbe,Africa,7.0,1.75,Benin; Togo,
aji,Ajië,Austronesian,Oceanic,Papunesia,-21.3333333333,165.5,New Caledonia,
ajp,Arabic (Negev),Afro-Asiatic,Semitic,Eurasia,30.5,34.75,Israel,
aka,Akan,Niger-Congo,Tano,Africa,6.5,-1.25,Ghana,
akc,Mpur,Mpur,Mpur,Papunesia,-0.75,133.25,Indonesia,
ake,Akawaio,Cariban,Cariban,South America,6.0,-59.5,Guyana,
akl,Aklanon,Austronesian,Greater Central Philippine,Papunesia,11.5833333333,122.333333333,Philippines,
akr,Araki,Austronesian,Oceanic,Papunesia,-15.6666666667,166.916666667,Vanuatu,
akv,Akhvakh,Nakh-Daghestanian,Avar-Andic-Tsezic,Eurasia,42.3333333333,46.3333333333,Russia,
akw,Akwa,Niger-Congo,Bantu,Africa,0.0,16.5,Congo,
akx,Aka-Kede,Great Andamanese,Great Andamanese,Eurasia,12.75,92.75,India,
akz,Alabama,Muskogean,Muskogean,North America,32.3333333333,-87.4166666667,United States,
alc,Qawasqar,Alacalufan,Alacalufan,South America,-49.0,-75.0,Chile,
ald,Alladian,Niger-Congo,Avikam-Alladian,Africa,5.16666666667,-4.33333333333,Côte d'Ivoire,
ale,Aleut (Eastern),Eskimo-Aleut,Aleut,North America,54.75,-164.0,United States,
alh,Alawa,Mangarrayi-Maran,Mara,Australia,-15.1666666667,134.25,Australia,
alo,Larike,Austronesian,Central Malayo-Polynesian,Papunesia,-3.75,127.916666667,Indonesia,
alp,Alune,Austronesian,Central Malayo-Polynesian,Papunesia,-3.0,128.333333333,Indonesia,
alq,Algonquin,Algic,Algonquian,North America,46.0,-77.0,Canada,
alr,Alutor,Chukotko-Kamchatkan,Northern Chukotko-Kamchatkan,Eurasia,61.0,165.0,Russia,
als,Tosk Albanian,Indo-European,Albanian,Eurasia,,,,Fusional
alt,Altai (Southern),Altaic,Turkic,Eurasia,51.0,87.0,Russia,
alu,'Are'are,Austronesian,Oceanic,Papunesia,-9.25,161.166666667,Solomon Islands,
aly,Alyawarra,Pama-Nyungan,Central Pama-Nyungan,Australia,-22.5,135.0,Australia,
amc,Amahuaca,Pano-Tacanan,Panoan,South America,-10.5,-72.5,Brazil; Peru,
ame,Amuesha,Arawakan,Yanesha',South America,-10.5,-75.4166666667,Peru,
amf,Hamer,Afro-Asiatic,South Omotic,Africa,5.0,36.5,Ethiopia,
amh,Amharic,Afro-Asiatic,Semitic,Africa,10.0,38.0,Ethiopia,Introflexive
ami,Amis,Austronesian,East Formosan,Papunesia,23.3333333333,121.333333333,Taiwan,
amk,Ambai,Austronesian,South Halmahera - West New Guinea,Papunesia,-1.83333333333,136.5,Indonesia,
amm,Ama,Left May,Left May,Papunesia,-4.21666666667,141.616666667,Papua New Guinea,
amn,Amanab,Border,Border,Papunesia,-3.58333333333,141.25,Papua New Guinea,
amo,Amo,Niger-Congo,Central Kainji,Africa,10.3333333333,8.66666666667,Nigeria,
amp,Alamblak,Sepik,Sepik Hill,Papunesia,-4.66666666667,143.333333333,Papua New Guinea,
amr,Amarakaeri,Harakmbet,Harakmbet,South America,-12.5,-70.5,Peru,
amu,Amuzgo,Oto-Manguean,Amuzgoan,North America,16.8333333333,-98.0,Mexico,
amy,Emmi,Western Daly,Wagaydy,Australia,-13.5,130.0,Australia,
anc,Angas,Afro-Asiatic,West Chadic,Africa,9.5,9.5,Nigeria,
ane,Xârâcùù,Austronesian,Oceanic,Papunesia,-21.6666666667,166.0,New Caledonia,
anh,Nend,Trans-New Guinea,Sogeram,Papunesia,-5.0,144.916666667,Papua New Guinea,
ani,Andi,Nakh-Daghestanian,Avar-Andic-Tsezic,Eurasia,42.75,46.25,Russia,
ank,Goemai,Afro-Asiatic,West Chadic,Africa,8.66666666667,9.75,Nigeria,
ann,Obolo,Niger-Congo,Lower Cross,Africa,4.58333333333,7.83333333333,Nigeria,
ano,Andoke,Andoke,Andoke,South America,-0.666666666667,-72.0,Colombia,
anq,Jarawa (in Andamans),South Andamanese,South Andamanese,Eurasia,12.0,92.5833333333,India,
anu,Anywa,Eastern Sudanic,Western Nilotic,Africa,8.0,33.5,Ethiopia; South Sudan,
any,Anyi,Niger-Congo,Tano,Africa,7.0,-3.5,Côte d'Ivoire,
anz,Anêm,Anêm,Anêm,Papunesia,-5.58333333333,149.083333333,Papua New Guinea,
aoa,Angolar,other,Creoles and Pidgins,Africa,0.25,6.5,São Tomé e Príncipe,
aoc,Pemon,Cariban,Cariban,South America,5.33333333333,-62.0,Guyana; Venezuela,
aoi,Anindilyakwa,Gunwinyguan,Anindilyakwa,Australia,-14.0,136.5,Australia,
aoj,Mufian,Torricelli,Kombio-Arapesh,Papunesia,-3.5,143.0,Papua New Guinea,
aom,Ömie,Trans-New Guinea,Koiarian,Papunesia,-9.05,148.083333333,Papua New Guinea,
aoz,Timorese,Austronesian,Central Malayo-Polynesian,Papunesia,-9.66666666667,124.5,Indonesia,
apb,Sa'a,Austronesian,Oceanic,Papunesia,-9.61666666667,161.45,Solomon Islands,
apc,Arabic (Beirut),Afro-Asiatic,Semitic,Eurasia,33.9166666667,35.5,Lebanon,
ape,Arapesh (Mountain),Torricelli,Kombio-Arapesh,Papunesia,-3.46666666667,143.166666667,Papua New Guinea,
aph,Athpare,Sino-Tibetan,Himalayish,Eurasia,27.0,87.3333333333,Nepal,
apj,Apache (Jicarilla),Na-Dene,Athapaskan,North America,36.5833333333,-104.0,United States,
apm,Apache (Chiricahua),Na-Dene,Athapaskan,North America,33.25,-108.0,United States,
apn,Apinayé,Macro-Ge,Je Setentrional,South America,-5.5,-48.0,Brazil,
apq,Great Andamanese,Great Andamanese,Great Andamanese,Eurasia,12.0,92.6666666667,India,
apr,Arop-Lokep,Austronesian,Oceanic,Papunesia,-5.38333333333,147.05,Papua New Guinea,
apt,Apatani,Sino-Tibetan,Tani,Eurasia,27.5,93.75,India,
apu,Apurinã,Arawakan,Purus,South America,-9.0,-67.0,Brazil,
apw,Apache (Western),Na-Dene,Athapaskan,North America,33.75,-110.0,United States,
apy,Apalaí,Cariban,Cariban,South America,0.0,-54.0,Brazil,
apz,Ampeeli,Trans-New Guinea,Nuclear Angan,Papunesia,-6.75,146.083333333,Papua New Guinea,
aqc,Archi,Nakh-Daghestanian,Lezgic,Eurasia,42.0,46.8333333333,Russia,
aqp,Atakapa,Atakapa,Atakapa,North America,30.0,-93.5,United States,
ara,Arabic,Afro-Asiatic,Semitic,Eurasia,27.0,43.0,Saudi Arabia; Egypt; Iraq,Introflexive
arb,Arabic (Modern Standard),Afro-Asiatic,Semitic,Eurasia,25.0,42.0,Kuwait; Somalia; Syria; Oman; Qatar; Egypt; Tunisia; Morocco; Libya; Comoros Islands; Jordan; Lebanon; Eritrea; Yemen; Saudi Arabia; Iraq; Palestinian West Bank and Gaza; Algeria; United Arab Emirates; Bahrain; Sudan; Israel,
ard,Arabana,Pama-Nyungan,Central Pama-Nyungan,Australia,-28.25,136.25,Australia,
are,Arrernte (Western),Pama-Nyungan,Central Pama-Nyungan,Australia,-24.0,132.5,Australia,
arg,Aragonese,Indo-European,Romance,Eurasia,,,,Fusional
arh,Ika,Chibchan,Arhuacic,South America,10.6666666667,-73.75,Colombia,
ari,Arikara,Caddoan,Northern Caddoan,North America,45.5,-100.5,United States,
arl,Arabela,Zaparoan,Zaparoan,South America,-2.0,-75.1666666667,Peru,
arn,Mapudungun,Araucanian,Araucanian,South America,-38.0,-72.0,Chile,
aro,Araona,Pano-Tacanan,Tacanan,South America,-12.3333333333,-67.75,Bolivia,
arp,Arapaho,Algic,Algonquian,North America,40.0,-103.0,United States,
arr,Karó (Arára),Tupian,Ramarama,South America,-10.3333333333,-62.0,Brazil,
arv,Arbore,Afro-Asiatic,Lowland East Cushitic,Africa,5.0,36.75,Ethiopia,
arw,Lokono,Arawakan,Antillean Arawakan,South America,5.5,-55.1666666667,Suriname,
ary,Arabic (Moroccan),Afro-Asiatic,Semitic,Africa,34.0,-6.0,Morocco,
arz,Arabic (Egyptian),Afro-Asiatic,Semitic,Africa,30.0,31.0,Egypt,Introflexive
asa,Pare,Niger-Congo,Bantu,Africa,-4.0,36.5,Tanzania,
ase,American Sign Language,other,Sign Languages,North America,39.0,-78.0,Canada; United States,
asf,Auslan,other,Sign Languages,Australia,-30.0,145.0,Australia,
asm,Assamese,Indo-European,Indic,Eurasia,26.0,93.0,India,Fusional
ast,Asturian,Indo-European,Romance,Eurasia,43.25,-6.0,Spain,Fusional
asu,Asuriní,Tupian,Maweti-Guarani,South America,-3.5,-49.5,Brazil,
atj,Atikamekw,Algic,Algonquian,North America,48.0,-74.0,Canada,
atq,Aralle-Tabulahan,Austronesian,South Sulawesi,Papunesia,-2.75,119.25,Indonesia,
atw,Atsugewi,Hokan,Atsugewi,North America,40.75,-121.0,United States,
aty,Anejom,Austronesian,Oceanic,Papunesia,-20.2,169.8,Vanuatu,
auc,Waorani,Waorani,Waorani,South America,-1.0,-76.5,Ecuador,
aul,Aulua,Austronesian,Oceanic,Papunesia,-16.3333333333,167.666666667,Vanuatu,
aun,One,Torricelli,West Wapei,Papunesia,-3.25,141.916666667,Papua New Guinea,
auw,Awyi,Border,Border,Papunesia,-2.91666666667,140.583333333,Indonesia,
auy,Auyana,Trans-New Guinea,Gauwa,Papunesia,-6.5,145.75,Papua New Guinea,
ava,Avar,Nakh-Daghestanian,Avar-Andic-Tsezic,Eurasia,42.5,46.5,Azerbaijan; Russia,
avi,Avikam,Niger-Congo,Avikam-Alladian,Africa,5.16666666667,-5.5,Côte d'Ivoire,
avn,Avatime,Niger-Congo,Ka-Togo,Africa,6.83333333333,0.416666666667,Ghana,
avt,Au,Torricelli,Central Wapei,Papunesia,-3.58333333333,142.083333333,Papua New Guinea,
avu,Avokaya,Central Sudanic,Moru-Ma'di,Africa,4.66666666667,30.0,Democratic Republic of Congo; South Sudan,
awa,Awadhi,Indo-European,Indic,Eurasia,27.5,81.5,India; Nepal,
awb,Awa,Trans-New Guinea,Gauwa,Papunesia,-6.66666666667,145.75,Papua New Guinea,
awg,Anguthimri,Pama-Nyungan,Northern Pama-Nyungan,Australia,-12.3333333333,141.833333333,Australia,
awi,Aekyom,Kamula-Elevala,Elevala,Papunesia,-5.75,141.416666667,Papua New Guinea,
awn,Awngi,Afro-Asiatic,Central Cushitic,Africa,10.8333333333,36.6666666667,Ethiopia,
axb,Abipón,Guaicuruan,Abipon,South America,-29.0,-61.0,Argentina,
axk,Aka,Niger-Congo,Bantu,Africa,2.66666666667,16.25,Central African Republic; Congo,
ayl,Arabic (Eastern Libyan),Afro-Asiatic,Semitic,Africa,32.0,22.0,Libya,
ayn,Arabic (San'ani),Afro-Asiatic,Semitic,Eurasia,16.0,44.0,Yemen,
ayo,Ayoreo,Zamucoan,Zamucoan,South America,-20.25,-59.25,Paraguay,
ayr,Aymara (Central),Aymaran,Aymaran,South America,-17.0,-69.0,Chile; Bolivia; Peru,
ayz,Maybrat,Maybrat,Maybrat,Papunesia,-1.33333333333,132.5,Indonesia,
azb,Azari (Iranian),Altaic,Turkic,Eurasia,37.5,47.0,Iran; Iraq,
aze,Azerbaijani,Altaic,Turkic,Eurasia,40.5,48.5,Azerbaijan,Agglutinative
azj,North Azerbaijani,Altaic,Turkic,Eurasia,40.5,49.0,Azerbaijan,Agglutinative
azz,Nahuatl (Sierra de Zacapoaxtla),Uto-Aztecan,Aztecan,North America,19.5833333333,-97.3333333333,Mexico,
baa,Sisiqa,Austronesian,Oceanic,Papunesia,-7.0,156.833333333,Solomon Islands,
bae,Baré,Arawakan,Japura-Colombia,South America,1.0,-67.0,Brazil; Venezuela,
bag,Tuki,Niger-Congo,Bantu,Africa,4.58333333333,11.5,Cameroon,
bak,Bashkir,Altaic,Turkic,Eurasia,53.0,58.0,Russia,Agglutinative
bam,Bambara,Mande,Western Mande,Africa,12.5,-7.5,Mali,
ban,Balinese,Austronesian,Malayo-Sumbawan,Papunesia,-8.33333333333,115.25,Indonesia,
bao,Waimaha,Tucanoan,Tucanoan,South America,0.333333333333,-70.25,Colombia,
bar,German (Upper Austrian),Indo-European,Germanic,Eurasia,47.0,14.0,Austria,Fusional
bas,Basaá,Niger-Congo,Bantu,Africa,3.91666666667,10.5,Cameroon,
bav,Babungo,Niger-Congo,Wide Grassfields,Africa,6.11666666667,10.4166666667,Cameroon,
baw,Mbili,Niger-Congo,Wide Grassfields,Africa,6.11666666667,10.2,Cameroon,
bax,Bamun,Niger-Congo,Wide Grassfields,Africa,5.5,10.9166666667,Cameroon,
bba,Bariba,Niger-Congo,Baatonum,Africa,10.0,2.5,Nigeria; Benin,
bbb,Barai,Trans-New Guinea,Koiarian,Papunesia,-9.33333333333,148.083333333,Papua New Guinea,
bbc,Batak (Toba),Austronesian,Northwest Sumatra-Barrier Islands,Papunesia,2.5,99.0,Indonesia,
bbd,Bau,Trans-New Guinea,Mabuso,Papunesia,-5.25,145.616666667,Papua New Guinea,
bbl,Tsova-Tush,Nakh-Daghestanian,Nakh,Eurasia,42.5,45.5,Georgia,
bbo,Bobo Madaré (Northern),Mande,Western Mande,Africa,12.4166666666667,-4.3333333333333,Burkina Faso,
bca,Bai,Sino-Tibetan,Macro-Bai,Eurasia,26.0,100.0,China,
bci,Baoulé,Niger-Congo,Tano,Africa,7.0,-5.0,Côte d'Ivoire,
bcj,Bardi,Nyulnyulan,Nyulnyulan,Australia,-16.5833333333,122.916666667,Australia,
bck,Bunuba,Bunuban,Bunuban,Australia,-17.75,125.75,Australia,
bcl,Bikol,Austronesian,Greater Central Philippine,Papunesia,13.3333333333,123.5,Philippines,
bcm,Banoni,Austronesian,Oceanic,Papunesia,-6.41666666667,155.25,Papua New Guinea,
bco,Kaluli,Trans-New Guinea,Bosavi,Papunesia,-6.5,142.75,Papua New Guinea,
bcq,Gimira,Afro-Asiatic,Ta-Ne-Omotic,Africa,7.0,35.75,Ethiopia,
bcs,Kohumono,Niger-Congo,Upper Cross,Africa,6.0,8.11666666667,Nigeria,
bcw,Bana,Afro-Asiatic,Biu-Mandara,Africa,10.4166666667,13.5833333333,Cameroon,
bde,Bade,Afro-Asiatic,West Chadic,Africa,12.8333333333,10.5,Nigeria,
bdg,Banggi,Austronesian,North Borneo,Papunesia,7.25,117.166666667,Malaysia,
bdh,Baka (in South Sudan),Central Sudanic,Bongo-Bagirmi,Africa,4.83333333333,29.25,South Sudan,
bdk,Budukh,Nakh-Daghestanian,Lezgic,Eurasia,41.1666666667,48.4166666667,Azerbaijan,
bdl,Bajau (Sama),Austronesian,Sama-Bajaw,Papunesia,-4.33333333333,123.0,Indonesia,
bdm,Buduma,Afro-Asiatic,Biu-Mandara,Africa,13.5,14.5,Nigeria; Chad; Cameroon,
bdq,Bahnar,Austro-Asiatic,Bahnaric,Eurasia,13.8333333333,108.333333333,Vietnam,
bdr,Bajau (West Coast),Austronesian,Sama-Bajaw,Papunesia,6.33333333333,116.333333333,Malaysia,
bds,Burunge,Afro-Asiatic,Southern Cushitic,Africa,-5.33333333333,36.0,Tanzania,
bdu,Londo,Niger-Congo,Bantu,Africa,5.0,9.16666666667,Cameroon,
bdw,Baham,Greater West Bomberai,West Bomberai,Papunesia,-3.16666666667,132.666666667,Indonesia,
bdy,Bandjalang (Yugumbir),Pama-Nyungan,Southeastern Pama-Nyungan,Australia,-27.9166666667,153.0,Australia,
bee,Byansi,Sino-Tibetan,Bodic,Eurasia,30.1666666667,80.5,India,
bef,Benabena,Trans-New Guinea,Siane-Yagaria,Papunesia,-6.16666666667,145.5,Papua New Guinea,
bej,Beja,Afro-Asiatic,Beja,Africa,18.0,36.0,Eritrea; Sudan,
bel,Belorussian,Indo-European,Slavic,Eurasia,54.0,28.0,Belarus,Fusional
bem,Bemba,Niger-Congo,Bantu,Africa,-10.0,28.25,Democratic Republic of Congo,
ben,Bengali,Indo-European,Indic,Eurasia,24.0,90.0,Bangladesh; India,Fusional
beq,Beembe,Niger-Congo,Bantu,Africa,-3.91666666667,14.0833333333,Congo,
bev,Bété,Niger-Congo,Kru,Africa,6.25,-6.25,Côte d'Ivoire,
bew,Melayu Betawi,other,Creoles and Pidgins,Papunesia,-6.5,107.0,Indonesia,Isolating
bex,Jur Mödö,Central Sudanic,Bongo-Bagirmi,Africa,6.0,30.0,South Sudan,
bfa,Bari,Eastern Sudanic,Eastern Nilotic,Africa,5.0,31.6666666667,South Sudan,
bfd,Bafut,Niger-Congo,Wide Grassfields,Africa,6.25,9.91666666667,Cameroon,
bfi,British Sign Language,other,Sign Languages,Eurasia,52.0,-1.0,United Kingdom,
bfq,Badaga,Dravidian,Dravidian,Eurasia,11.6666666667,76.75,India,
bft,Balti,Sino-Tibetan,Bodic,Eurasia,35.0,76.0,Pakistan; India,
bfu,Bunan,Sino-Tibetan,Bodic,Eurasia,32.5,77.0,India,
bfw,Remo,Austro-Asiatic,Munda,Eurasia,18.0,82.0,India,
bgg,Bugun,Sino-Tibetan,Kho-Bwa,Eurasia,27.5,92.5833333333,India,
bgn,Baluchi,Indo-European,Iranian,Eurasia,28.0,62.0,Pakistan; Afghanistan; Iran,
bgq,Bagri,Indo-European,Indic,Eurasia,29.5833333333,74.3333333333,India,
bgr,Bawm,Sino-Tibetan,Kuki-Chin,Eurasia,22.5,92.25,Bangladesh; India; Myanmar,
bgz,Banggai,Austronesian,Celebic,Papunesia,-1.41666666667,123.166666667,Indonesia,
bhb,Bhili,Indo-European,Indic,Eurasia,22.0,73.0,India,
bhg,Binandere,Trans-New Guinea,Binanderean,Papunesia,-8.25,148.0,Papua New Guinea,
bhm,Bathari,Afro-Asiatic,Semitic,Eurasia,18.0,56.0,Oman,
bho,Bhojpuri,Indo-European,Indic,Eurasia,26.0,84.0,India,
bhp,Bima,Austronesian,Central Malayo-Polynesian,Papunesia,-8.5,118.5,Indonesia,
bhw,Biak,Austronesian,South Halmahera - West New Guinea,Papunesia,-1.0,136.0,Indonesia,
bia,Badimaya,Pama-Nyungan,Western Pama-Nyungan,Australia,-27.6666666667,118.0,Australia,
bib,Bisa,Mande,Eastern Mande,Africa,11.5,-0.5,Burkina Faso; Ghana,
bid,Bidiya,Afro-Asiatic,East Chadic,Africa,11.9166666667,18.75,Chad,
bif,Biafada,Niger-Congo,Jaad,Africa,11.4166666667,-15.1666666667,Guinea-Bissau,
bim,Bimoba,Niger-Congo,Oti-Volta,Africa,10.5,0.0,Ghana,
bin,Bini,Niger-Congo,Edoid,Africa,6.41666666667,5.83333333333,Nigeria,
bio,Nai,Kwomtari,Kwomtari,Papunesia,-3.71666666667,141.266666667,Papua New Guinea,
bip,Bila,Niger-Congo,Bantu,Africa,1.0,28.75,Democratic Republic of Congo,
bis,Bislama,other,Creoles and Pidgins,Papunesia,-16.0,168.0,Vanuatu,
bjb,Banggarla,Pama-Nyungan,Central Pama-Nyungan,Australia,-32.0,137.0,Australia,
bjh,Bahinemo,Sepik,Sepik Hill,Papunesia,-4.58333333333,142.833333333,Papua New Guinea,
bji,Burji,Afro-Asiatic,Highland East Cushitic,Africa,5.5,37.8333333333,Ethiopia,
bjr,Binumarien,Trans-New Guinea,Tairora,Papunesia,-6.28333333333,146.083333333,Papua New Guinea,
bkc,Baka (in Cameroon),Niger-Congo,Ubangi,Africa,2.58333333333,13.5833333333,Cameroon,
bkd,Binukid,Austronesian,Greater Central Philippine,Papunesia,8.25,124.833333333,Philippines,
bkk,Brokskat,Indo-European,Indic,Eurasia,35.3333333333,76.5,Pakistan; India,
bkl,Berik,Tor-Kwerba,Tor-Orya,Papunesia,-2.25,138.833333333,Indonesia,
bkm,Kom,Niger-Congo,Wide Grassfields,Africa,6.25,10.3333333333,Cameroon,
bkq,Bakairí,Cariban,Cariban,South America,-14.0,-55.0,Brazil,
bla,Blackfoot,Algic,Algonquian,North America,50.0,-112.666666667,Canada; United States,
blb,Bilua,Solomons East Papuan,Bilua,Papunesia,-7.75,156.666666667,Solomon Islands,
blc,Bella Coola,Salishan,Bella Coola,North America,52.5,-126.666666667,Canada,
bli,Bolia,Niger-Congo,Bantu,Africa,-1.25,18.3333333333,Democratic Republic of Congo,
bll,Biloxi,Siouan,Ohio Valley Siouan,North America,30.5,-88.6666666667,United States,
blw,Balangao,Austronesian,Northern Luzon,Papunesia,17.1666666667,121.166666667,Philippines,
blz,Balantak,Austronesian,Celebic,Papunesia,-0.833333333333,123.25,Indonesia,
bmi,Bagirmi,Central Sudanic,Bongo-Bagirmi,Africa,11.6666666667,16.0,Chad,
bmr,Muinane,Boran,Boran,South America,-1.0,-72.5,Colombia,
bmu,Burum,Trans-New Guinea,Huon,Papunesia,-6.5,147.333333333,Papua New Guinea,
bng,Benga,Niger-Congo,Bantu,Africa,1.16666666667,9.41666666667,Equatorial Guinea; Gabon,
bni,Bobangi,Niger-Congo,Bantu,Africa,-1.33333333333,17.3333333333,Democratic Republic of Congo,
bnq,Bantik,Austronesian,Sangiric,Papunesia,1.41666666667,124.75,Indonesia,
boa,Bora,Boran,Boran,South America,-2.16666666667,-72.3333333333,Colombia; Peru,
bod,Tibetan (Dingri),Sino-Tibetan,Bodic,Eurasia,28.5,86.5,China,
boi,Chumash (Barbareño),Chumash,Chumash,North America,34.5,-120.25,United States,
bol,Bole,Afro-Asiatic,West Chadic,Africa,11.3333333333,11.25,Nigeria,
